Thu Aug 14 04:20:58 PDT 2014 Starting master on sceplus-vm48
core file size          (blocks, -c) 0
2014-08-14 07:01:28,033 INFO  [RS_CLOSE_REGION-sceplus-vm48:16020-1] master.RegionStateStore: Updating row hbase:namespace,,1407939303123.d4c372565ab1fd0cf9d509f0969b7a48. with state=CLOSED
2014-08-14 07:01:28,038 INFO  [AM.-pool1-t37] master.AssignmentManager: Assigning hbase:namespace,,1407939303123.d4c372565ab1fd0cf9d509f0969b7a48. to sceplus-vm48.almaden.ibm.com,16020,1408015259780
2014-08-14 07:01:28,038 INFO  [AM.-pool1-t37] master.RegionStates: Transition {d4c372565ab1fd0cf9d509f0969b7a48 state=CLOSED, ts=1408024888033, server=sceplus-vm48.almaden.ibm.com,16020,1408015259780} to {d4c372565ab1fd0cf9d509f0969b7a48 state=PENDING_OPEN, ts=1408024888038, server=sceplus-vm48.almaden.ibm.com,16020,1408015259780}
2014-08-14 07:01:28,038 INFO  [AM.-pool1-t37] master.RegionStateStore: Updating row hbase:namespace,,1407939303123.d4c372565ab1fd0cf9d509f0969b7a48. with state=PENDING_OPEN
2014-08-14 07:01:28,050 INFO  [AM.-pool1-t37] regionserver.RSRpcServices: Open hbase:namespace,,1407939303123.d4c372565ab1fd0cf9d509f0969b7a48.
2014-08-14 07:01:28,064 INFO  [StoreOpener-d4c372565ab1fd0cf9d509f0969b7a48-1] hfile.CacheConfig: blockCache=org.apache.hadoop.hbase.io.hfile.LruBlockCache@9cf29c, cacheDataOnRead=true, cacheDataOnWrite=false, cacheIndexesOnWrite=false, cacheBloomsOnWrite=false, cacheEvictOnClose=false, cacheCompressed=false, prefetchOnOpen=false
2014-08-14 07:01:28,065 INFO  [StoreOpener-d4c372565ab1fd0cf9d509f0969b7a48-1] compactions.CompactionConfiguration: size [134217728, 9223372036854775807); files [3, 10); ratio 1.200000; off-peak ratio 5.000000; throttle point 2560; major period 604800000, major jitter 0.500000
2014-08-14 07:01:28,089 INFO  [RS_OPEN_REGION-sceplus-vm48:16020-2] regionserver.HRegion: Onlined d4c372565ab1fd0cf9d509f0969b7a48; next sequenceid=8
2014-08-14 07:01:28,090 INFO  [PostOpenDeployTasks:d4c372565ab1fd0cf9d509f0969b7a48] regionserver.HRegionServer: Post open deploy tasks for hbase:namespace,,1407939303123.d4c372565ab1fd0cf9d509f0969b7a48.
2014-08-14 07:01:28,091 INFO  [PostOpenDeployTasks:d4c372565ab1fd0cf9d509f0969b7a48] master.RegionStates: Transition {d4c372565ab1fd0cf9d509f0969b7a48 state=PENDING_OPEN, ts=1408024888038, server=sceplus-vm48.almaden.ibm.com,16020,1408015259780} to {d4c372565ab1fd0cf9d509f0969b7a48 state=OPEN, ts=1408024888090, server=sceplus-vm48.almaden.ibm.com,16020,1408015259780}
2014-08-14 07:01:28,091 INFO  [PostOpenDeployTasks:d4c372565ab1fd0cf9d509f0969b7a48] master.RegionStateStore: Updating row hbase:namespace,,1407939303123.d4c372565ab1fd0cf9d509f0969b7a48. with state=OPEN&openSeqNum=8&server=sceplus-vm48.almaden.ibm.com,16020,1408015259780
2014-08-14 07:05:59,974 INFO  [LruBlockCacheStatsExecutor] hfile.LruBlockCache: totalSize=5.01 MB, freeSize=6.54 GB, max=6.54 GB, accesses=1545, hits=1532, hitRatio=99.16%, , cachingAccesses=1536, cachingHits=1524, cachingHitsRatio=99.22%, evictions=0, evicted=10, evictedPerRun=Infinity
2014-08-14 07:06:27,983 INFO  [sceplus-vm48.almaden.ibm.com,16020,1408015259780-BalancerChore] master.HMaster: balance hri=hbase:namespace,,1407939303123.d4c372565ab1fd0cf9d509f0969b7a48., src=sceplus-vm48.almaden.ibm.com,16020,1408010699408, dest=sceplus-vm48.almaden.ibm.com,16020,1408015259780
2014-08-14 07:06:27,984 INFO  [sceplus-vm48.almaden.ibm.com,16020,1408015259780-BalancerChore] master.RegionStates: Transition {d4c372565ab1fd0cf9d509f0969b7a48 state=OPEN, ts=1408024888090, server=sceplus-vm48.almaden.ibm.com,16020,1408015259780} to {d4c372565ab1fd0cf9d509f0969b7a48 state=PENDING_CLOSE, ts=1408025187984, server=sceplus-vm48.almaden.ibm.com,16020,1408015259780}
2014-08-14 07:06:27,984 INFO  [sceplus-vm48.almaden.ibm.com,16020,1408015259780-BalancerChore] master.RegionStateStore: Updating row hbase:namespace,,1407939303123.d4c372565ab1fd0cf9d509f0969b7a48. with state=PENDING_CLOSE
2014-08-14 07:06:27,988 INFO  [sceplus-vm48.almaden.ibm.com,16020,1408015259780-BalancerChore] regionserver.RSRpcServices: Close d4c372565ab1fd0cf9d509f0969b7a48, moving to sceplus-vm48.almaden.ibm.com,16020,1408015259780
2014-08-14 07:06:27,993 INFO  [StoreCloserThread-hbase:namespace,,1407939303123.d4c372565ab1fd0cf9d509f0969b7a48.-1] regionserver.HStore: Closed info
2014-08-14 07:06:27,994 INFO  [RS_CLOSE_REGION-sceplus-vm48:16020-2] regionserver.HRegion: Closed hbase:namespace,,1407939303123.d4c372565ab1fd0cf9d509f0969b7a48.
2014-08-14 07:06:27,994 WARN  [RS_CLOSE_REGION-sceplus-vm48:16020-2] regionserver.HRegionServer: Not adding moved region record: d4c372565ab1fd0cf9d509f0969b7a48 to self.
2014-08-14 07:06:27,995 INFO  [RS_CLOSE_REGION-sceplus-vm48:16020-2] master.RegionStates: Transition {d4c372565ab1fd0cf9d509f0969b7a48 state=PENDING_CLOSE, ts=1408025187984, server=sceplus-vm48.almaden.ibm.com,16020,1408015259780} to {d4c372565ab1fd0cf9d509f0969b7a48 state=CLOSED, ts=1408025187995, server=sceplus-vm48.almaden.ibm.com,16020,1408015259780}
2014-08-14 07:06:27,995 INFO  [RS_CLOSE_REGION-sceplus-vm48:16020-2] master.RegionStateStore: Updating row hbase:namespace,,1407939303123.d4c372565ab1fd0cf9d509f0969b7a48. with state=CLOSED
2014-08-14 07:06:27,999 INFO  [AM.-pool1-t38] master.AssignmentManager: Assigning hbase:namespace,,1407939303123.d4c372565ab1fd0cf9d509f0969b7a48. to sceplus-vm48.almaden.ibm.com,16020,1408015259780
2014-08-14 07:06:27,999 INFO  [AM.-pool1-t38] master.RegionStates: Transition {d4c372565ab1fd0cf9d509f0969b7a48 state=CLOSED, ts=1408025187995, server=sceplus-vm48.almaden.ibm.com,16020,1408015259780} to {d4c372565ab1fd0cf9d509f0969b7a48 state=PENDING_OPEN, ts=1408025187999, server=sceplus-vm48.almaden.ibm.com,16020,1408015259780}
2014-08-14 07:06:27,999 INFO  [AM.-pool1-t38] master.RegionStateStore: Updating row hbase:namespace,,1407939303123.d4c372565ab1fd0cf9d509f0969b7a48. with state=PENDING_OPEN
2014-08-14 07:06:28,002 INFO  [AM.-pool1-t38] regionserver.RSRpcServices: Open hbase:namespace,,1407939303123.d4c372565ab1fd0cf9d509f0969b7a48.
2014-08-14 07:06:28,017 INFO  [StoreOpener-d4c372565ab1fd0cf9d509f0969b7a48-1] hfile.CacheConfig: blockCache=org.apache.hadoop.hbase.io.hfile.LruBlockCache@9cf29c, cacheDataOnRead=true, cacheDataOnWrite=false, cacheIndexesOnWrite=false, cacheBloomsOnWrite=false, cacheEvictOnClose=false, cacheCompressed=false, prefetchOnOpen=false
2014-08-14 07:06:28,018 INFO  [StoreOpener-d4c372565ab1fd0cf9d509f0969b7a48-1] compactions.CompactionConfiguration: size [134217728, 9223372036854775807); files [3, 10); ratio 1.200000; off-peak ratio 5.000000; throttle point 2560; major period 604800000, major jitter 0.500000
2014-08-14 07:06:28,045 INFO  [RS_OPEN_REGION-sceplus-vm48:16020-0] regionserver.HRegion: Onlined d4c372565ab1fd0cf9d509f0969b7a48; next sequenceid=8
2014-08-14 07:06:28,046 INFO  [PostOpenDeployTasks:d4c372565ab1fd0cf9d509f0969b7a48] regionserver.HRegionServer: Post open deploy tasks for hbase:namespace,,1407939303123.d4c372565ab1fd0cf9d509f0969b7a48.
2014-08-14 07:06:28,046 INFO  [PostOpenDeployTasks:d4c372565ab1fd0cf9d509f0969b7a48] master.RegionStates: Transition {d4c372565ab1fd0cf9d509f0969b7a48 state=PENDING_OPEN, ts=1408025187999, server=sceplus-vm48.almaden.ibm.com,16020,1408015259780} to {d4c372565ab1fd0cf9d509f0969b7a48 state=OPEN, ts=1408025188046, server=sceplus-vm48.almaden.ibm.com,16020,1408015259780}
2014-08-14 07:06:28,047 INFO  [PostOpenDeployTasks:d4c372565ab1fd0cf9d509f0969b7a48] master.RegionStateStore: Updating row hbase:namespace,,1407939303123.d4c372565ab1fd0cf9d509f0969b7a48. with state=OPEN&openSeqNum=8&server=sceplus-vm48.almaden.ibm.com,16020,1408015259780
2014-08-14 07:10:59,974 INFO  [LruBlockCacheStatsExecutor] hfile.LruBlockCache: totalSize=5.01 MB, freeSize=6.54 GB, max=6.54 GB, accesses=1547, hits=1534, hitRatio=99.16%, , cachingAccesses=1538, cachingHits=1526, cachingHitsRatio=99.22%, evictions=0, evicted=10, evictedPerRun=Infinity
2014-08-14 07:11:27,984 INFO  [sceplus-vm48.almaden.ibm.com,16020,1408015259780-BalancerChore] master.HMaster: balance hri=hbase:namespace,,1407939303123.d4c372565ab1fd0cf9d509f0969b7a48., src=sceplus-vm48.almaden.ibm.com,16020,1408010699408, dest=sceplus-vm48.almaden.ibm.com,16020,1408015259780
2014-08-14 07:11:27,985 INFO  [sceplus-vm48.almaden.ibm.com,16020,1408015259780-BalancerChore] master.RegionStates: Transition {d4c372565ab1fd0cf9d509f0969b7a48 state=OPEN, ts=1408025188046, server=sceplus-vm48.almaden.ibm.com,16020,1408015259780} to {d4c372565ab1fd0cf9d509f0969b7a48 state=PENDING_CLOSE, ts=1408025487985, server=sceplus-vm48.almaden.ibm.com,16020,1408015259780}
2014-08-14 07:11:27,985 INFO  [sceplus-vm48.almaden.ibm.com,16020,1408015259780-BalancerChore] master.RegionStateStore: Updating row hbase:namespace,,1407939303123.d4c372565ab1fd0cf9d509f0969b7a48. with state=PENDING_CLOSE
2014-08-14 07:11:27,991 INFO  [sceplus-vm48.almaden.ibm.com,16020,1408015259780-BalancerChore] regionserver.RSRpcServices: Close d4c372565ab1fd0cf9d509f0969b7a48, moving to sceplus-vm48.almaden.ibm.com,16020,1408015259780
2014-08-14 07:11:27,996 INFO  [StoreCloserThread-hbase:namespace,,1407939303123.d4c372565ab1fd0cf9d509f0969b7a48.-1] regionserver.HStore: Closed info
2014-08-14 07:11:27,997 INFO  [RS_CLOSE_REGION-sceplus-vm48:16020-0] regionserver.HRegion: Closed hbase:namespace,,1407939303123.d4c372565ab1fd0cf9d509f0969b7a48.
2014-08-14 07:11:27,997 WARN  [RS_CLOSE_REGION-sceplus-vm48:16020-0] regionserver.HRegionServer: Not adding moved region record: d4c372565ab1fd0cf9d509f0969b7a48 to self.
2014-08-14 07:11:27,998 INFO  [RS_CLOSE_REGION-sceplus-vm48:16020-0] master.RegionStates: Transition {d4c372565ab1fd0cf9d509f0969b7a48 state=PENDING_CLOSE, ts=1408025487985, server=sceplus-vm48.almaden.ibm.com,16020,1408015259780} to {d4c372565ab1fd0cf9d509f0969b7a48 state=CLOSED, ts=1408025487998, server=sceplus-vm48.almaden.ibm.com,16020,1408015259780}
2014-08-14 07:11:27,998 INFO  [RS_CLOSE_REGION-sceplus-vm48:16020-0] master.RegionStateStore: Updating row hbase:namespace,,1407939303123.d4c372565ab1fd0cf9d509f0969b7a48. with state=CLOSED
2014-08-14 07:11:28,005 INFO  [AM.-pool1-t39] master.AssignmentManager: Assigning hbase:namespace,,1407939303123.d4c372565ab1fd0cf9d509f0969b7a48. to sceplus-vm48.almaden.ibm.com,16020,1408015259780
2014-08-14 07:11:28,005 INFO  [AM.-pool1-t39] master.RegionStates: Transition {d4c372565ab1fd0cf9d509f0969b7a48 state=CLOSED, ts=1408025487998, server=sceplus-vm48.almaden.ibm.com,16020,1408015259780} to {d4c372565ab1fd0cf9d509f0969b7a48 state=PENDING_OPEN, ts=1408025488005, server=sceplus-vm48.almaden.ibm.com,16020,1408015259780}
2014-08-14 07:11:28,005 INFO  [AM.-pool1-t39] master.RegionStateStore: Updating row hbase:namespace,,1407939303123.d4c372565ab1fd0cf9d509f0969b7a48. with state=PENDING_OPEN
2014-08-14 07:11:28,011 INFO  [AM.-pool1-t39] regionserver.RSRpcServices: Open hbase:namespace,,1407939303123.d4c372565ab1fd0cf9d509f0969b7a48.
2014-08-14 07:11:28,026 INFO  [StoreOpener-d4c372565ab1fd0cf9d509f0969b7a48-1] hfile.CacheConfig: blockCache=org.apache.hadoop.hbase.io.hfile.LruBlockCache@9cf29c, cacheDataOnRead=true, cacheDataOnWrite=false, cacheIndexesOnWrite=false, cacheBloomsOnWrite=false, cacheEvictOnClose=false, cacheCompressed=false, prefetchOnOpen=false
2014-08-14 07:11:28,027 INFO  [StoreOpener-d4c372565ab1fd0cf9d509f0969b7a48-1] compactions.CompactionConfiguration: size [134217728, 9223372036854775807); files [3, 10); ratio 1.200000; off-peak ratio 5.000000; throttle point 2560; major period 604800000, major jitter 0.500000
2014-08-14 07:11:28,054 INFO  [RS_OPEN_REGION-sceplus-vm48:16020-1] regionserver.HRegion: Onlined d4c372565ab1fd0cf9d509f0969b7a48; next sequenceid=8
2014-08-14 07:11:28,054 INFO  [PostOpenDeployTasks:d4c372565ab1fd0cf9d509f0969b7a48] regionserver.HRegionServer: Post open deploy tasks for hbase:namespace,,1407939303123.d4c372565ab1fd0cf9d509f0969b7a48.
2014-08-14 07:11:28,055 INFO  [PostOpenDeployTasks:d4c372565ab1fd0cf9d509f0969b7a48] master.RegionStates: Transition {d4c372565ab1fd0cf9d509f0969b7a48 state=PENDING_OPEN, ts=1408025488005, server=sceplus-vm48.almaden.ibm.com,16020,1408015259780} to {d4c372565ab1fd0cf9d509f0969b7a48 state=OPEN, ts=1408025488055, server=sceplus-vm48.almaden.ibm.com,16020,1408015259780}
2014-08-14 07:11:28,055 INFO  [PostOpenDeployTasks:d4c372565ab1fd0cf9d509f0969b7a48] master.RegionStateStore: Updating row hbase:namespace,,1407939303123.d4c372565ab1fd0cf9d509f0969b7a48. with state=OPEN&openSeqNum=8&server=sceplus-vm48.almaden.ibm.com,16020,1408015259780
2014-08-14 07:15:59,974 INFO  [LruBlockCacheStatsExecutor] hfile.LruBlockCache: totalSize=5.01 MB, freeSize=6.54 GB, max=6.54 GB, accesses=1549, hits=1536, hitRatio=99.16%, , cachingAccesses=1540, cachingHits=1528, cachingHitsRatio=99.22%, evictions=0, evicted=10, evictedPerRun=Infinity
2014-08-14 07:16:27,984 INFO  [sceplus-vm48.almaden.ibm.com,16020,1408015259780-BalancerChore] master.HMaster: balance hri=hbase:namespace,,1407939303123.d4c372565ab1fd0cf9d509f0969b7a48., src=sceplus-vm48.almaden.ibm.com,16020,1408010699408, dest=sceplus-vm48.almaden.ibm.com,16020,1408015259780
2014-08-14 07:16:27,985 INFO  [sceplus-vm48.almaden.ibm.com,16020,1408015259780-BalancerChore] master.RegionStates: Transition {d4c372565ab1fd0cf9d509f0969b7a48 state=OPEN, ts=1408025488055, server=sceplus-vm48.almaden.ibm.com,16020,1408015259780} to {d4c372565ab1fd0cf9d509f0969b7a48 state=PENDING_CLOSE, ts=1408025787985, server=sceplus-vm48.almaden.ibm.com,16020,1408015259780}
2014-08-14 07:16:27,985 INFO  [sceplus-vm48.almaden.ibm.com,16020,1408015259780-BalancerChore] master.RegionStateStore: Updating row hbase:namespace,,1407939303123.d4c372565ab1fd0cf9d509f0969b7a48. with state=PENDING_CLOSE
2014-08-14 07:16:28,030 INFO  [sceplus-vm48.almaden.ibm.com,16020,1408015259780-BalancerChore] regionserver.RSRpcServices: Close d4c372565ab1fd0cf9d509f0969b7a48, moving to sceplus-vm48.almaden.ibm.com,16020,1408015259780
2014-08-14 07:16:28,035 INFO  [StoreCloserThread-hbase:namespace,,1407939303123.d4c372565ab1fd0cf9d509f0969b7a48.-1] regionserver.HStore: Closed info
2014-08-14 07:16:28,036 INFO  [RS_CLOSE_REGION-sceplus-vm48:16020-1] regionserver.HRegion: Closed hbase:namespace,,1407939303123.d4c372565ab1fd0cf9d509f0969b7a48.
2014-08-14 07:16:28,037 WARN  [RS_CLOSE_REGION-sceplus-vm48:16020-1] regionserver.HRegionServer: Not adding moved region record: d4c372565ab1fd0cf9d509f0969b7a48 to self.
2014-08-14 07:16:28,037 INFO  [RS_CLOSE_REGION-sceplus-vm48:16020-1] master.RegionStates: Transition {d4c372565ab1fd0cf9d509f0969b7a48 state=PENDING_CLOSE, ts=1408025787985, server=sceplus-vm48.almaden.ibm.com,16020,1408015259780} to {d4c372565ab1fd0cf9d509f0969b7a48 state=CLOSED, ts=1408025788037, server=sceplus-vm48.almaden.ibm.com,16020,1408015259780}
2014-08-14 07:16:28,037 INFO  [RS_CLOSE_REGION-sceplus-vm48:16020-1] master.RegionStateStore: Updating row hbase:namespace,,1407939303123.d4c372565ab1fd0cf9d509f0969b7a48. with state=CLOSED
2014-08-14 07:16:28,041 INFO  [AM.-pool1-t40] master.AssignmentManager: Assigning hbase:namespace,,1407939303123.d4c372565ab1fd0cf9d509f0969b7a48. to sceplus-vm48.almaden.ibm.com,16020,1408015259780
2014-08-14 07:16:28,041 INFO  [AM.-pool1-t40] master.RegionStates: Transition {d4c372565ab1fd0cf9d509f0969b7a48 state=CLOSED, ts=1408025788037, server=sceplus-vm48.almaden.ibm.com,16020,1408015259780} to {d4c372565ab1fd0cf9d509f0969b7a48 state=PENDING_OPEN, ts=1408025788041, server=sceplus-vm48.almaden.ibm.com,16020,1408015259780}
2014-08-14 07:16:28,041 INFO  [AM.-pool1-t40] master.RegionStateStore: Updating row hbase:namespace,,1407939303123.d4c372565ab1fd0cf9d509f0969b7a48. with state=PENDING_OPEN
2014-08-14 07:16:28,045 INFO  [AM.-pool1-t40] regionserver.RSRpcServices: Open hbase:namespace,,1407939303123.d4c372565ab1fd0cf9d509f0969b7a48.
2014-08-14 07:16:28,057 INFO  [StoreOpener-d4c372565ab1fd0cf9d509f0969b7a48-1] hfile.CacheConfig: blockCache=org.apache.hadoop.hbase.io.hfile.LruBlockCache@9cf29c, cacheDataOnRead=true, cacheDataOnWrite=false, cacheIndexesOnWrite=false, cacheBloomsOnWrite=false, cacheEvictOnClose=false, cacheCompressed=false, prefetchOnOpen=false
2014-08-14 07:16:28,058 INFO  [StoreOpener-d4c372565ab1fd0cf9d509f0969b7a48-1] compactions.CompactionConfiguration: size [134217728, 9223372036854775807); files [3, 10); ratio 1.200000; off-peak ratio 5.000000; throttle point 2560; major period 604800000, major jitter 0.500000
2014-08-14 07:16:28,083 INFO  [RS_OPEN_REGION-sceplus-vm48:16020-2] regionserver.HRegion: Onlined d4c372565ab1fd0cf9d509f0969b7a48; next sequenceid=8
2014-08-14 07:16:28,083 INFO  [PostOpenDeployTasks:d4c372565ab1fd0cf9d509f0969b7a48] regionserver.HRegionServer: Post open deploy tasks for hbase:namespace,,1407939303123.d4c372565ab1fd0cf9d509f0969b7a48.
2014-08-14 07:16:28,084 INFO  [PostOpenDeployTasks:d4c372565ab1fd0cf9d509f0969b7a48] master.RegionStates: Transition {d4c372565ab1fd0cf9d509f0969b7a48 state=PENDING_OPEN, ts=1408025788041, server=sceplus-vm48.almaden.ibm.com,16020,1408015259780} to {d4c372565ab1fd0cf9d509f0969b7a48 state=OPEN, ts=1408025788084, server=sceplus-vm48.almaden.ibm.com,16020,1408015259780}
2014-08-14 07:16:28,084 INFO  [PostOpenDeployTasks:d4c372565ab1fd0cf9d509f0969b7a48] master.RegionStateStore: Updating row hbase:namespace,,1407939303123.d4c372565ab1fd0cf9d509f0969b7a48. with state=OPEN&openSeqNum=8&server=sceplus-vm48.almaden.ibm.com,16020,1408015259780
2014-08-14 07:20:59,974 INFO  [LruBlockCacheStatsExecutor] hfile.LruBlockCache: totalSize=5.01 MB, freeSize=6.54 GB, max=6.54 GB, accesses=1551, hits=1538, hitRatio=99.16%, , cachingAccesses=1542, cachingHits=1530, cachingHitsRatio=99.22%, evictions=0, evicted=10, evictedPerRun=Infinity
2014-08-14 07:21:23,493 INFO  [master/sceplus-vm48.almaden.ibm.com/9.1.143.58:16020.logRoller] wal.FSHLog: Rolled WAL /hbase/WALs/sceplus-vm48.almaden.ibm.com,16020,1408015259780/sceplus-vm48.almaden.ibm.com%2C16020%2C1408015259780.1408022483272 with entries=0, filesize=17 B; new WAL /hbase/WALs/sceplus-vm48.almaden.ibm.com,16020,1408015259780/sceplus-vm48.almaden.ibm.com%2C16020%2C1408015259780.1408026083392
2014-08-14 07:21:27,714 INFO  [RS_OPEN_META-sceplus-vm48:16020-0-MetaLogRoller] wal.FSHLog: Rolled WAL /hbase/WALs/sceplus-vm48.almaden.ibm.com,16020,1408015259780/sceplus-vm48.almaden.ibm.com%2C16020%2C1408015259780.1408022487534.meta with entries=51, filesize=11.51 KB; new WAL /hbase/WALs/sceplus-vm48.almaden.ibm.com,16020,1408015259780/sceplus-vm48.almaden.ibm.com%2C16020%2C1408015259780.1408026087663.meta
2014-08-14 07:21:27,984 INFO  [sceplus-vm48.almaden.ibm.com,16020,1408015259780-BalancerChore] master.HMaster: balance hri=hbase:namespace,,1407939303123.d4c372565ab1fd0cf9d509f0969b7a48., src=sceplus-vm48.almaden.ibm.com,16020,1408010699408, dest=sceplus-vm48.almaden.ibm.com,16020,1408015259780
2014-08-14 07:21:27,985 INFO  [sceplus-vm48.almaden.ibm.com,16020,1408015259780-BalancerChore] master.RegionStates: Transition {d4c372565ab1fd0cf9d509f0969b7a48 state=OPEN, ts=1408025788084, server=sceplus-vm48.almaden.ibm.com,16020,1408015259780} to {d4c372565ab1fd0cf9d509f0969b7a48 state=PENDING_CLOSE, ts=1408026087985, server=sceplus-vm48.almaden.ibm.com,16020,1408015259780}
2014-08-14 07:21:27,986 INFO  [sceplus-vm48.almaden.ibm.com,16020,1408015259780-BalancerChore] master.RegionStateStore: Updating row hbase:namespace,,1407939303123.d4c372565ab1fd0cf9d509f0969b7a48. with state=PENDING_CLOSE
2014-08-14 07:21:27,993 INFO  [sceplus-vm48.almaden.ibm.com,16020,1408015259780-BalancerChore] regionserver.RSRpcServices: Close d4c372565ab1fd0cf9d509f0969b7a48, moving to sceplus-vm48.almaden.ibm.com,16020,1408015259780
2014-08-14 07:21:28,000 INFO  [StoreCloserThread-hbase:namespace,,1407939303123.d4c372565ab1fd0cf9d509f0969b7a48.-1] regionserver.HStore: Closed info
2014-08-14 07:21:28,000 INFO  [RS_CLOSE_REGION-sceplus-vm48:16020-2] regionserver.HRegion: Closed hbase:namespace,,1407939303123.d4c372565ab1fd0cf9d509f0969b7a48.
2014-08-14 07:21:28,002 WARN  [RS_CLOSE_REGION-sceplus-vm48:16020-2] regionserver.HRegionServer: Not adding moved region record: d4c372565ab1fd0cf9d509f0969b7a48 to self.
2014-08-14 07:21:28,002 INFO  [RS_CLOSE_REGION-sceplus-vm48:16020-2] master.RegionStates: Transition {d4c372565ab1fd0cf9d509f0969b7a48 state=PENDING_CLOSE, ts=1408026087985, server=sceplus-vm48.almaden.ibm.com,16020,1408015259780} to {d4c372565ab1fd0cf9d509f0969b7a48 state=CLOSED, ts=1408026088002, server=sceplus-vm48.almaden.ibm.com,16020,1408015259780}
2014-08-14 07:21:28,002 INFO  [RS_CLOSE_REGION-sceplus-vm48:16020-2] master.RegionStateStore: Updating row hbase:namespace,,1407939303123.d4c372565ab1fd0cf9d509f0969b7a48. with state=CLOSED
2014-08-14 07:21:28,017 INFO  [AM.-pool1-t41] master.AssignmentManager: Assigning hbase:namespace,,1407939303123.d4c372565ab1fd0cf9d509f0969b7a48. to sceplus-vm48.almaden.ibm.com,16020,1408015259780
2014-08-14 07:21:28,017 INFO  [AM.-pool1-t41] master.RegionStates: Transition {d4c372565ab1fd0cf9d509f0969b7a48 state=CLOSED, ts=1408026088002, server=sceplus-vm48.almaden.ibm.com,16020,1408015259780} to {d4c372565ab1fd0cf9d509f0969b7a48 state=PENDING_OPEN, ts=1408026088017, server=sceplus-vm48.almaden.ibm.com,16020,1408015259780}
2014-08-14 07:21:28,017 INFO  [AM.-pool1-t41] master.RegionStateStore: Updating row hbase:namespace,,1407939303123.d4c372565ab1fd0cf9d509f0969b7a48. with state=PENDING_OPEN
2014-08-14 07:21:28,020 INFO  [AM.-pool1-t41] regionserver.RSRpcServices: Open hbase:namespace,,1407939303123.d4c372565ab1fd0cf9d509f0969b7a48.
2014-08-14 07:21:28,029 INFO  [StoreOpener-d4c372565ab1fd0cf9d509f0969b7a48-1] hfile.CacheConfig: blockCache=org.apache.hadoop.hbase.io.hfile.LruBlockCache@9cf29c, cacheDataOnRead=true, cacheDataOnWrite=false, cacheIndexesOnWrite=false, cacheBloomsOnWrite=false, cacheEvictOnClose=false, cacheCompressed=false, prefetchOnOpen=false
2014-08-14 07:21:28,030 INFO  [StoreOpener-d4c372565ab1fd0cf9d509f0969b7a48-1] compactions.CompactionConfiguration: size [134217728, 9223372036854775807); files [3, 10); ratio 1.200000; off-peak ratio 5.000000; throttle point 2560; major period 604800000, major jitter 0.500000
2014-08-14 07:21:28,050 INFO  [RS_OPEN_REGION-sceplus-vm48:16020-0] regionserver.HRegion: Onlined d4c372565ab1fd0cf9d509f0969b7a48; next sequenceid=8
2014-08-14 07:21:28,052 INFO  [PostOpenDeployTasks:d4c372565ab1fd0cf9d509f0969b7a48] regionserver.HRegionServer: Post open deploy tasks for hbase:namespace,,1407939303123.d4c372565ab1fd0cf9d509f0969b7a48.
2014-08-14 07:21:28,053 INFO  [PostOpenDeployTasks:d4c372565ab1fd0cf9d509f0969b7a48] master.RegionStates: Transition {d4c372565ab1fd0cf9d509f0969b7a48 state=PENDING_OPEN, ts=1408026088017, server=sceplus-vm48.almaden.ibm.com,16020,1408015259780} to {d4c372565ab1fd0cf9d509f0969b7a48 state=OPEN, ts=1408026088053, server=sceplus-vm48.almaden.ibm.com,16020,1408015259780}
2014-08-14 07:21:28,053 INFO  [PostOpenDeployTasks:d4c372565ab1fd0cf9d509f0969b7a48] master.RegionStateStore: Updating row hbase:namespace,,1407939303123.d4c372565ab1fd0cf9d509f0969b7a48. with state=OPEN&openSeqNum=8&server=sceplus-vm48.almaden.ibm.com,16020,1408015259780
2014-08-14 07:25:59,974 INFO  [LruBlockCacheStatsExecutor] hfile.LruBlockCache: totalSize=5.01 MB, freeSize=6.54 GB, max=6.54 GB, accesses=1553, hits=1540, hitRatio=99.16%, , cachingAccesses=1544, cachingHits=1532, cachingHitsRatio=99.22%, evictions=0, evicted=10, evictedPerRun=Infinity
2014-08-14 07:26:27,984 INFO  [sceplus-vm48.almaden.ibm.com,16020,1408015259780-BalancerChore] master.HMaster: balance hri=hbase:namespace,,1407939303123.d4c372565ab1fd0cf9d509f0969b7a48., src=sceplus-vm48.almaden.ibm.com,16020,1408010699408, dest=sceplus-vm48.almaden.ibm.com,16020,1408015259780
2014-08-14 07:26:27,985 INFO  [sceplus-vm48.almaden.ibm.com,16020,1408015259780-BalancerChore] master.RegionStates: Transition {d4c372565ab1fd0cf9d509f0969b7a48 state=OPEN, ts=1408026088053, server=sceplus-vm48.almaden.ibm.com,16020,1408015259780} to {d4c372565ab1fd0cf9d509f0969b7a48 state=PENDING_CLOSE, ts=1408026387985, server=sceplus-vm48.almaden.ibm.com,16020,1408015259780}
2014-08-14 07:26:27,986 INFO  [sceplus-vm48.almaden.ibm.com,16020,1408015259780-BalancerChore] master.RegionStateStore: Updating row hbase:namespace,,1407939303123.d4c372565ab1fd0cf9d509f0969b7a48. with state=PENDING_CLOSE
